PROT1	PROT2	RANK_MAJOR	RANK_MINOR	TYPE	PDB_ID	BIO_UNIT	CHAIN1	MODEL1	SEQ_IDENT1	COVERAGE1	SEQ_BEGIN1	SEQ_END1	DOMAIN1	CHAIN2	MODEL2	SEQ_IDENT2	COVERAGE2	SEQ_BEGIN2	SEQ_END2	DOMAIN2	FILENAME	jobid	dvdw
P62837	Q9C035	1	0	Model	4tkp	1	A	0	45.1	98.0	4	147	-	B	0	75.3	15.6	5	81	-	P62837-Q9C035-MDL-4tkp.pdb1-A-0-B-0.pdb	m6003	-42.5102552
P62837	Q9C040	1	0	Dom_dom_model	5fer	-	E	-	85.6	93.2	5	141	UQ_con	D	-	45.0	5.2	23	61	zf-RING_UBOX	P62837-Q9C040-MDD-UQ_con-zf-RING_UBOX-5fer-E-5-142-D-13-51.pdb	m6004	-49.9622869
P62837	Q9H6Y7	1	0	Model	5ulh	1	A	0	97.3	100.0	1	147	-	C	0	52.1	13.7	225	272	-	P62837-Q9H6Y7-MDL-5ulh.pdb1-A-0-C-0.pdb	m6005	-47.5656446
P62837	Q9HAC8	1	0	Model	6hpr	1	C	0	99.3	99.3	2	147	-	B	0	34.3	29.5	153	219	-	P62837-Q9HAC8-MDL-6hpr.pdb1-C-0-B-0.pdb	m6006	-59.4293835
P62837	Q9HCM9	1	0	Model	5fer	1	E	0	87.7	99.3	1	146	-	D	0	44.6	12.4	26	89	-	P62837-Q9HCM9-MDL-5fer.pdb1-E-0-D-0.pdb	m6007	-56.1102319
P62837	Q9HCM9	3	0	Model	5eya	1	B	0	46.5	98.0	4	147	-	G	0	43.4	15.8	15	96	-	P62837-Q9HCM9-MDL-5eya.pdb1-B-0-G-0.pdb	m6008	-48.9241418
P62837	Q9NS56	1	0	Dom_dom_model	4s3o	-	A	-	95.7	93.2	5	141	UQ_con	B	-	42.5	3.8	102	141	zf-C3HC4_2	P62837-Q9NS56-MDD-UQ_con-zf-C3HC4_2-4s3o-A-5-142-B-50-90.pdb	m6009	-42.0184935
P62837	Q9NVW2	1	0	Model	5ulh	1	A	0	97.3	100.0	1	147	-	C	0	40.4	7.5	565	611	-	P62837-Q9NVW2-MDL-5ulh.pdb1-A-0-C-0.pdb	m6010	-57.8137733
P62837	Q9NVW2	2	0	Model	4v3k	1	D	0	98.6	99.3	2	147	-	F	0	41.5	9.9	550	611	-	P62837-Q9NVW2-MDL-4v3k.pdb1-D-0-F-0.pdb	m6011	-37.1467322
P62837	Q9NZS9	1	0	Dom_dom_model	4tkp	-	A	-	43.8	91.8	5	139	UQ_con	B	-	46.2	5.8	34	59	zf-C3HC4_4	P62837-Q9NZS9-MDD-UQ_con-zf-C3HC4_4-4tkp-A-7-144-B-15-59.pdb	m6012	-16.4708733
P62837	Q9P0P0	1	0	Model	5ulh	1	A	0	97.3	100.0	1	147	-	C	0	41.3	30.1	75	120	-	P62837-Q9P0P0-MDL-5ulh.pdb1-A-0-C-0.pdb	m6013	-63.3890519
P62837	Q9P0P0	2	0	Model	5ulk	1	A	0	97.3	100.0	1	147	-	C	0	41.7	31.4	75	122	-	P62837-Q9P0P0-MDL-5ulk.pdb1-A-0-C-0.pdb	m6014	-56.7806386
P62837	Q9UDY6	1	0	Model	5fer	1	E	0	87.7	99.3	1	146	-	D	0	40.7	16.2	10	87	-	P62837-Q9UDY6-MDL-5fer.pdb1-E-0-D-0.pdb	m6015	-48.5603515
P62837	Q9UKV5	1	0	Dom_dom_model	2lxp	-	A	-	37.1	93.2	5	141	UQ_con	B	-	100.0	4.2	574	600	G2BR	P62837-Q9UKV5-MDD-UQ_con-G2BR-2lxp-A-8-159-B-574-600.pdb	m6016	-50.2510236
P62837	Q9ULK6	1	0	Model	5ulh	1	A	0	97.3	100.0	1	147	-	C	0	42.6	10.7	276	322	-	P62837-Q9ULK6-MDL-5ulh.pdb1-A-0-C-0.pdb	m6017	-45.0688643
P62837	Q9UPQ4	1	0	Model	5fer	1	E	0	87.7	99.3	1	146	-	D	0	45.2	14.2	17	86	-	P62837-Q9UPQ4-MDL-5fer.pdb1-E-0-D-0.pdb	m6018	-51.5437175
P62837	Q9UPQ4	3	0	Model	5eya	1	B	0	46.5	98.0	4	147	-	G	0	46.2	15.2	17	91	-	P62837-Q9UPQ4-MDL-5eya.pdb1-B-0-G-0.pdb	m6019	-35.4047299
P62837	Q9Y3C5	1	0	Model	4v3l	1	A	0	99.3	99.3	2	147	-	C	0	40.3	40.3	78	139	-	P62837-Q9Y3C5-MDL-4v3l.pdb1-A-0-C-0.pdb	m6020	-57.351204
P62837	Q9Y3C5	2	0	Model	4v3k	2	A	0	98.6	99.3	2	147	-	C	0	41.3	40.9	77	139	-	P62837-Q9Y3C5-MDL-4v3k.pdb2-A-0-C-0.pdb	m6021	-44.1836857
P62837	Q9Y4K3	1	0	Model	3hct	1	B	0	47.2	98.0	4	147	-	A	0	100.0	19.9	54	157	-	P62837-Q9Y4K3-MDL-3hct.pdb1-B-0-A-0.pdb	m6022	-47.2267985
P62837	Q9Y4K3	3	0	Model	5vo0	1	E	0	47.2	98.0	4	147	-	D	0	66.0	30.5	54	212	-	P62837-Q9Y4K3-MDL-5vo0.pdb1-E-0-D-0.pdb	m6023	-41.8011731
P62837	Q9Y4L5	1	0	Model	5ulh	1	A	0	97.3	100.0	1	147	-	C	0	40.4	15.5	223	269	-	P62837-Q9Y4L5-MDL-5ulh.pdb1-A-0-C-0.pdb	m6024	-53.0080657
P62873	P63211	1	0	Model	2trc	1	B	0	99.7	100.0	1	340	-	G	0	98.5	91.9	1	68	-	P62873-P63211-MDL-2trc.pdb1-B-0-G-0.pdb	m6025	-221.094436
P62873	P63218	1	0	Model	4pnk	1	B	0	100.0	99.7	2	340	-	G	0	51.6	91.2	5	66	-	P62873-P63218-MDL-4pnk.pdb1-B-0-G-0.pdb	m6026	-202.338125
P62873	P63218	2	0	Model	5wg5	1	B	0	100.0	99.7	2	340	-	G	0	50.8	92.6	4	66	-	P62873-P63218-MDL-5wg5.pdb1-B-0-G-0.pdb	m6027	-202.789351
P62873	Q13371	1	0	Model	2trc	1	B	0	99.7	100.0	1	340	-	P	0	44.9	75.4	51	277	-	P62873-Q13371-MDL-2trc.pdb1-B-0-P-0.pdb	m6028	-197.726591
P62873	Q13371	2	0	Model	1a0r	1	B	0	99.7	99.7	2	340	-	P	0	46.7	75.4	51	277	-	P62873-Q13371-MDL-1a0r.pdb1-B-0-P-0.pdb	m6029	-132.099829
P62877	Q13618	2	0	Model	2hye	1	D	0	100.0	83.3	19	108	-	C	0	39.9	96.9	25	768	-	P62877-Q13618-MDL-2hye.pdb1-D-0-C-0.pdb	m6030	-220.767735
P62879	P63211	1	0	Model	2trc	1	B	0	90.0	100.0	1	340	-	G	0	98.5	91.9	1	68	-	P62879-P63211-MDL-2trc.pdb1-B-0-G-0.pdb	m6031	-227.700167
P62942	P63098	2	0	Model	1tco	1	C	0	99.1	99.1	2	108	-	B	0	100.0	99.4	2	170	-	P62942-P63098-MDL-1tco.pdb1-C-0-B-0.pdb	m6032	-16.7040151
P62942	Q08209	1	0	Model	5b8i	1	C	0	49.1	95.4	2	104	-	A	0	73.5	68.3	15	370	-	P62942-Q08209-MDL-5b8i.pdb1-C-0-A-0.pdb	m6033	-41.0208994
P62942	Q08209	2	0	Model	1tco	1	C	0	99.1	99.1	2	108	-	A	0	99.7	67.6	21	372	-	P62942-Q08209-MDL-1tco.pdb1-C-0-A-0.pdb	m6034	-54.5300788
P62979	Q969T4	1	0	Model	3a33	1	B	0	100.0	48.7	1	76	-	A	0	64.6	71.0	60	206	-	P62979-Q969T4-MDL-3a33.pdb1-B-0-A-0.pdb	m6035	-22.4397539
P62979	Q9UHD9	1	0	Model	2jy6	-	A	-	100.0	48.7	1	76	-	B	-	90.0	8.0	572	621	-	P62979-Q9UHD9-MDL-pdb2jy6.ent-A-0-B-0.pdb	m6036	-40.6830011
P62979	Q9Y3C5	1	0	Model	4v3l	1	B	0	100.0	48.7	1	76	-	C	0	40.3	40.3	78	139	-	P62979-Q9Y3C5-MDL-4v3l.pdb1-B-0-C-0.pdb	m6037	-26.6660777
P62979	Q9Y3C5	2	0	Model	4v3k	2	B	0	100.0	48.7	1	76	-	C	0	41.3	40.9	77	139	-	P62979-Q9Y3C5-MDL-4v3k.pdb2-B-0-C-0.pdb	m6038	-27.6290464
P62987	P62993	1	0	Model	2k6d	1	B	0	100.0	58.6	1	75	-	A	0	40.4	23.5	7	57	-	P62987-P62993-MDL-2k6d.pdb1-B-0-A-0.pdb	m6039	-63.726386
P62987	P62993	2	0	Model	2knb	1	A	0	31.9	56.2	1	72	-	B	0	51.9	24.9	157	210	-	P62987-P62993-MDL-2knb.pdb1-A-0-B-0.pdb	m6040	-37.7822438
P62987	Q16778	1	0	Model	6ftx	1	O	0	100.0	59.4	1	76	-	H	0	94.6	73.8	33	125	-	P62987-Q16778-MDL-6ftx.pdb1-O-0-H-0.pdb	m6041	-22.0221608
P62987	Q16778	2	0	Model	5kgf	1	M	0	100.0	59.4	1	76	-	D	0	99.0	79.4	27	126	-	P62987-Q16778-MDL-5kgf.pdb1-M-0-D-0.pdb	m6042	-13.9094881
P62987	Q712K3	1	0	Model	4mdk	1	E	0	100.0	57.8	1	74	-	A	0	83.1	74.4	8	184	-	P62987-Q712K3-MDL-4mdk.pdb1-E-0-A-0.pdb	m6043	-49.6143258
P62987	Q96KK5	1	0	Model	6ftx	1	N	0	100.0	59.4	1	76	-	C	0	97.1	80.5	17	119	-	P62987-Q96KK5-MDL-6ftx.pdb1-N-0-C-0.pdb	m6044	-3.13523398
P62987	Q96KK5	2	0	Model	5kgf	1	O	0	100.0	59.4	1	76	-	G	0	97.3	88.3	10	122	-	P62987-Q96KK5-MDL-5kgf.pdb1-O-0-G-0.pdb	m6045	5.09849994
P62987	Q9C0C9	1	0	Dom_dom_model	3zni	-	H	-	100.0	56.2	3	74	ubiquitin	G	-	22.4	10.3	958	1103	UQ_con	P62987-Q9C0C9-MDD-ubiquitin-UQ_con-3zni-H-3-74-G-5-142.pdb	m6046	-71.2678911
P62987	Q9UHD9	1	0	Model	2jy6	-	A	-	100.0	59.4	1	76	-	B	-	90.0	8.0	572	621	-	P62987-Q9UHD9-MDL-pdb2jy6.ent-A-0-B-0.pdb	m6047	-40.6830011
P62987	Q9Y3C5	1	0	Model	4v3l	1	B	0	100.0	59.4	1	76	-	C	0	40.3	40.3	78	139	-	P62987-Q9Y3C5-MDL-4v3l.pdb1-B-0-C-0.pdb	m6048	-26.6660777
P62987	Q9Y3C5	2	0	Model	4v3k	1	E	0	100.0	59.4	1	76	-	F	0	41.3	40.9	77	139	-	P62987-Q9Y3C5-MDL-4v3k.pdb1-E-0-F-0.pdb	m6049	-29.0367646
P62993	P78352	1	0	Dom_dom_model	1gri	-	A	-	98.7	35.0	60	135	SH2	B	-	33.9	6.5	434	489	SH3_1	P62993-P78352-MDD-SH2-SH3_1-1gri-A-60-135-B-162-207.pdb	m6050	-45.6814629
P62993	Q06124	2	0	Model	5cdw	4	K	0	99.0	46.1	54	153	-	L	0	40.7	13.6	1	81	-	P62993-Q06124-MDL-5cdw.pdb4-K-0-L-0.pdb	m6051	-145.150044
P62993	Q06187	1	0	Model	4u17	1	A	0	38.6	35.0	60	135	-	C	0	30.1	15.2	280	379	-	P62993-Q06187-MDL-4u17.pdb1-A-0-C-0.pdb	m6052	-148.63219
P62993	Q12929	1	0	Dom_dom_model	1i07	-	B	-	26.7	19.8	164	206	SH3_1	A	-	86.7	5.2	539	581	SH3_1	P62993-Q12929-MDD-SH3_1-SH3_1-1i07-B-10-55-A-10-55.pdb	m6053	-142.926982
P62993	Q13094	1	0	Dom_dom_model	3n84	-	D	-	98.7	35.0	60	135	SH2	B	-	26.2	14.4	422	505	SH2	P62993-Q13094-MDD-SH2-SH2-3n84-D-60-135-B-60-135.pdb	m6054	-58.3211709
P62993	Q13094	2	0	Dom_dom_model	1gri	-	A	-	95.7	20.7	162	206	SH3_1	B	-	26.2	14.4	422	505	SH2	P62993-Q13094-MDD-SH3_1-SH2-1gri-A-162-207-B-60-135.pdb	m6055	-42.0526483
P62993	Q13191	1	0	Model	2ak5	1	A	1	43.4	24.4	161	213	-	D	0	100.0	0.8	904	911	-	P62993-Q13191-MDL-2ak5.pdb1-A-1-D-0.pdb	m6056	-25.4122522
P62993	Q13322	1	0	Model	1fyr	2	C	0	100.0	45.2	55	152	-	D	0	31.3	14.0	493	575	-	P62993-Q13322-MDL-1fyr.pdb2-C-0-D-0.pdb	m6057	-169.669797
P62993	Q13625	3	0	Model	1sem	1	A	0	58.2	25.3	160	214	-	B	0	37.5	5.0	1062	1117	-	P62993-Q13625-MDL-1sem.pdb1-A-0-B-0.pdb	m6058	-13.374822
P62993	Q5HYK7	1	0	Model	1sem	1	A	0	58.2	25.3	160	214	-	B	0	44.9	6.2	736	784	-	P62993-Q5HYK7-MDL-1sem.pdb1-A-0-B-0.pdb	m6059	-9.50004086
P62993	Q5HYK7	3	0	Model	2sem	1	B	0	57.9	26.3	160	216	-	A	0	44.9	6.2	736	784	-	P62993-Q5HYK7-MDL-2sem.pdb1-B-0-A-0.pdb	m6060	-15.0824333
P62993	Q7Z7G1	1	0	Dom_dom_model	3imd	-	B	-	98.7	35.0	60	135	SH2	A	-	22.6	18.0	309	392	SH2	P62993-Q7Z7G1-MDD-SH2-SH2-3imd-B-60-135-A-60-135.pdb	m6061	-60.656003
P62993	Q7Z7G1	2	0	Dom_dom_model	1gri	-	A	-	95.7	20.7	162	206	SH3_1	B	-	22.6	18.0	309	392	SH2	P62993-Q7Z7G1-MDD-SH3_1-SH2-1gri-A-162-207-B-60-135.pdb	m6062	-48.5485978
P62993	Q8IZP0	1	0	Model	1sem	1	B	0	58.2	25.3	160	214	-	A	0	42.0	9.8	451	500	-	P62993-Q8IZP0-MDL-1sem.pdb1-B-0-A-0.pdb	m6063	-6.55549082
P62993	Q8IZP0	3	0	Model	2sem	1	B	0	57.9	26.3	160	216	-	A	0	42.0	9.8	451	500	-	P62993-Q8IZP0-MDL-2sem.pdb1-B-0-A-0.pdb	m6064	-5.40021724
P62993	Q8WV28	1	0	Dom_dom_model	3imd	-	A	-	98.7	35.0	60	135	SH2	B	-	32.1	16.9	346	429	SH2	P62993-Q8WV28-MDD-SH2-SH2-3imd-A-60-135-B-60-135.pdb	m6065	-66.8617625
P62993	Q8WV28	2	0	Dom_dom_model	1x27	-	C	-	36.2	20.7	162	206	SH3_1	B	-	25.6	16.9	346	429	SH2	P62993-Q8WV28-MDD-SH3_1-SH2-1x27-C-67-113-B-127-209.pdb	m6066	-17.6974271
P62993	Q9BRR9	1	0	Dom_dom_model	1z9z	-	A	-	24.5	20.7	162	206	SH3_1	B	-	17.6	4.9	29	67	SH3_1	P62993-Q9BRR9-MDD-SH3_1-SH3_1-1z9z-A-6-54-B-6-54.pdb	m6067	-27.2847873
P62993	Q9H788	1	0	Model	3n84	1	E	0	100.0	46.5	53	153	-	A	0	31.8	23.3	346	451	-	P62993-Q9H788-MDL-3n84.pdb1-E-0-A-0.pdb	m6068	-94.7776291
P62993	Q9NRF2	1	0	Model	2ci8	1	A	1	39.8	40.1	59	145	-	A	0	31.0	11.1	526	609	-	P62993-Q9NRF2-MDL-2ci8.pdb1-A-1-A-0.pdb	m6069	-115.148591
P62993	Q9P2A4	1	0	Model	2p4r	2	A	1	41.8	25.3	159	213	-	A	0	47.8	12.6	317	362	-	P62993-Q9P2A4-MDL-2p4r.pdb2-A-1-A-0.pdb	m6070	-21.70279
P62993	Q9UKW4	1	0	Model	3n84	5	C	1	100.0	50.2	55	163	-	F	0	32.6	10.3	665	751	-	P62993-Q9UKW4-MDL-3n84.pdb5-C-1-F-0.pdb	m6071	-121.054645
P62993	Q9ULH1	1	0	Model	2drm	2	C	0	41.5	24.4	161	213	-	D	0	40.0	4.9	1071	1125	-	P62993-Q9ULH1-MDL-2drm.pdb2-C-0-D-0.pdb	m6072	-7.38085557
P62993	Q9UPX8	1	0	Model	2esw	3	A	0	43.4	24.4	161	213	-	B	0	38.3	3.2	158	204	-	P62993-Q9UPX8-MDL-2esw.pdb3-A-0-B-0.pdb	m6073	-22.3415731
P62993	Q9Y5K6	1	0	Model	1sem	1	A	0	58.2	25.3	160	214	-	B	0	44.9	7.7	114	162	-	P62993-Q9Y5K6-MDL-1sem.pdb1-A-0-B-0.pdb	m6074	-18.5283898
P62993	Q9Y5K6	3	0	Model	2sem	1	B	0	57.9	26.3	160	216	-	A	0	44.9	7.7	114	162	-	P62993-Q9Y5K6-MDL-2sem.pdb1-B-0-A-0.pdb	m6075	-14.0269974
P62995	P62995	1	0	Model	3md1	3	A	0	30.7	26.0	120	194	-	A	2	30.7	26.0	120	194	-	P62995-P62995-MDL-3md1.pdb3-A-0-A-2.pdb	m6076	-34.6477666
P62995	P84103	1	0	Dom_dom_model	5cyj	-	A	-	25.8	21.9	122	185	RRM_1	B	-	16.9	37.2	12	72	RRM_1	P62995-P84103-MDD-RRM_1-RRM_1-5cyj-A-26-89-B-26-89.pdb	m6077	-41.7750727
P62995	Q01130	1	0	Dom_dom_model	5t9p	-	C	-	27.1	23.3	122	189	RRM_1	D	-	28.6	30.8	17	85	RRM_1	P62995-Q01130-MDD-RRM_1-RRM_1-5t9p-C-93-163-D-93-163.pdb	m6078	-33.0750137
P62995	Q07955	1	0	Dom_dom_model	6n3f	-	C	-	27.6	19.8	132	189	RRM_1	A	-	26.3	22.2	30	84	RRM_1	P62995-Q07955-MDD-RRM_1-RRM_1-6n3f-C-287-343-A-287-343.pdb	m6079	-9.55257434
P62995	Q08170	1	0	Dom_dom_model	5im0	-	B	-	34.8	23.3	122	189	RRM_1	A	-	24.6	12.1	5	64	RRM_1	P62995-Q08170-MDD-RRM_1-RRM_1-5im0-B-81-153-A-81-153.pdb	m6080	1.98084459
P62995	Q13242	1	0	Dom_dom_model	5im0	-	B	-	34.8	23.3	122	189	RRM_1	A	-	23.2	29.9	17	82	RRM_1	P62995-Q13242-MDD-RRM_1-RRM_1-5im0-B-81-153-A-81-153.pdb	m6081	-11.1930408
P62995	Q13247	1	0	Dom_dom_model	5im0	-	B	-	34.8	23.3	122	189	RRM_1	A	-	29.0	17.4	5	64	RRM_1	P62995-Q13247-MDD-RRM_1-RRM_1-5im0-B-81-153-A-81-153.pdb	m6082	-34.8612529
P62995	Q15287	1	0	Dom_dom_model	5ifm	-	A	-	32.4	23.6	122	190	RRM_1	B	-	20.8	22.0	165	233	RRM_1	P62995-Q15287-MDD-RRM_1-RRM_1-5ifm-A-76-140-B-76-140.pdb	m6083	16.3663336
P62995	Q15415	1	0	Model	3md1	3	A	1	30.7	26.0	120	194	-	A	0	33.3	15.3	10	85	-	P62995-Q15415-MDL-3md1.pdb3-A-1-A-0.pdb	m6084	-44.9266321
P62995	Q15415	3	0	Model	5im0	1	B	0	42.3	23.3	124	190	-	A	0	38.5	15.5	8	84	-	P62995-Q15415-MDL-5im0.pdb1-B-0-A-0.pdb	m6085	-13.0778051
P62995	Q9BRL6	1	0	Dom_dom_model	3jb9	-	Y	-	25.8	21.5	122	184	RRM_1	a	-	31.1	15.6	29	73	RRM_1	P62995-Q9BRL6-MDD-RRM_1-RRM_1-3jb9-Y-176-244-a-180-272.pdb	m6086	-29.3481014
P63000	Q13009	1	0	Model	1foe	5	F	0	100.0	92.2	1	177	-	E	0	96.7	23.1	1035	1401	-	P63000-Q13009-MDL-1foe.pdb5-F-0-E-0.pdb	m6087	-113.22139
P63000	Q13009	3	0	Model	1foe	1	B	0	100.0	92.2	1	177	-	A	0	96.7	23.1	1034	1401	-	P63000-Q13009-MDL-1foe.pdb1-B-0-A-0.pdb	m6088	-114.546429
P63000	Q13153	1	0	Model	2qme	2	A	0	95.5	92.2	1	177	-	I	0	100.0	4.4	74	97	-	P63000-Q13153-MDL-2qme.pdb2-A-0-I-0.pdb	m6089	-85.2116216
P63000	Q13153	3	0	Model	5upl	1	B	0	72.2	91.7	2	177	-	A	0	53.3	52.7	248	534	-	P63000-Q13153-MDL-5upl.pdb1-B-0-A-0.pdb	m6090	-23.1855338
P63000	Q13177	1	0	Model	2qme	2	A	1	95.5	92.2	1	177	-	I	1	95.8	4.6	73	96	-	P63000-Q13177-MDL-2qme.pdb2-A-1-I-1.pdb	m6091	-81.0258018
P63000	Q13177	3	0	Model	5upl	1	B	0	72.2	91.7	2	177	-	A	0	53.0	54.8	227	513	-	P63000-Q13177-MDL-5upl.pdb1-B-0-A-0.pdb	m6092	-14.2812219
P63000	Q14185	1	0	Model	2yin	1	D	0	100.0	92.2	1	177	-	B	0	69.8	22.7	1193	1615	-	P63000-Q14185-MDL-2yin.pdb1-D-0-B-0.pdb	m6093	-196.759945
P63000	Q14185	3	0	Model	3b13	1	B	0	99.4	92.2	1	177	-	A	0	70.0	22.8	1192	1617	-	P63000-Q14185-MDL-3b13.pdb1-B-0-A-0.pdb	m6094	-199.501236
P63000	Q2M1Z3	1	0	Dom_dom_model	1am4	-	F	-	66.7	80.7	5	173	Ras	C	-	29.3	10.2	35	183	RhoGAP	P63000-Q2M1Z3-MDD-Ras-RhoGAP-1am4-F-505-677-C-63-212.pdb	m6095	-24.2587784
P63000	Q8IW93	1	0	Dom_dom_model	2dfk	-	D	-	67.1	81.8	5	175	Ras	C	-	18.5	21.9	382	558	RhoGEF	P63000-Q8IW93-MDD-Ras-RhoGEF-2dfk-D-5-178-C-54-232.pdb	m6096	-91.9178997
P63000	Q8N5V2	1	0	Dom_dom_model	5hzk	-	A	-	67.6	81.8	5	175	Ras	B	-	28.2	16.2	340	455	RhoGEF	P63000-Q8N5V2-MDD-Ras-RhoGEF-5hzk-A-5-178-B-1430-1564.pdb	m6097	-76.0650564
P63000	Q8NF50	2	0	Model	2wm9	1	B	1	72.3	92.2	1	177	-	A	1	41.3	20.5	1636	2065	-	P63000-Q8NF50-MDL-2wm9.pdb1-B-1-A-1.pdb	m6098	-218.413003
P63000	Q92619	1	0	Model	1ow3	1	B	0	60.1	90.1	5	177	-	A	0	30.0	17.3	757	953	-	P63000-Q92619-MDL-1ow3.pdb1-B-0-A-0.pdb	m6099	-91.1051502
P63000	Q96N96	1	0	Model	2dfk	3	B	0	69.3	100.0	1	192	-	A	0	67.0	54.8	232	588	-	P63000-Q96N96-MDL-2dfk.pdb3-B-0-A-0.pdb	m6100	-109.327811
P63000	Q9BYG4	1	0	Model	1nf3	1	A	0	69.6	99.5	1	191	-	C	0	86.0	32.2	134	254	-	P63000-Q9BYG4-MDL-1nf3.pdb1-A-0-C-0.pdb	m6101	-95.4633513
P63000	Q9BYG5	1	0	Model	1nf3	2	B	0	69.6	99.5	1	191	-	D	0	99.2	33.1	131	253	-	P63000-Q9BYG5-MDL-1nf3.pdb2-B-0-D-0.pdb	m6102	-101.136301
P63000	Q9NPB6	1	0	Model	1nf3	3	B	1	69.6	99.5	1	191	-	D	1	79.7	35.5	131	253	-	P63000-Q9NPB6-MDL-1nf3.pdb3-B-1-D-1.pdb	m6103	-105.009076
P63000	Q9NR80	2	0	Model	2dfk	1	B	0	69.3	100.0	1	192	-	A	0	66.6	51.2	280	632	-	P63000-Q9NR80-MDL-2dfk.pdb1-B-0-A-0.pdb	m6104	-110.316224
P63000	Q9UQB8	1	0	Model	4js0	1	A	0	71.8	92.2	1	177	-	B	0	100.0	5.3	263	291	-	P63000-Q9UQB8-MDL-4js0.pdb1-A-0-B-0.pdb	m6105	-124.023114
P63010	Q96CW1	2	0	Model	2xa7	2	B	0	100.0	61.8	4	582	-	M	0	95.9	100.0	1	435	-	P63010-Q96CW1-MDL-2xa7.pdb2-B-0-M-0.pdb	m6106	-315.286439
P63010	Q9BXS5	1	0	Model	4p6z	1	B	0	93.5	60.8	14	583	-	M	0	97.6	99.8	2	423	-	P63010-Q9BXS5-MDL-4p6z.pdb1-B-0-M-0.pdb	m6107	-300.285421
P63010	Q9BXS5	2	0	Model	1w63	1	B	0	92.1	62.2	2	584	-	M	0	90.8	99.8	2	423	-	P63010-Q9BXS5-MDL-1w63.pdb1-B-0-M-0.pdb	m6108	-240.675578
P63010	Q9Y6Q5	1	0	Model	4p6z	1	B	0	93.5	60.8	14	583	-	M	0	78.4	99.5	2	422	-	P63010-Q9Y6Q5-MDL-4p6z.pdb1-B-0-M-0.pdb	m6109	-326.105183
P63010	Q9Y6Q5	2	0	Model	1w63	4	J	0	92.1	62.2	2	584	-	R	0	73.6	99.5	2	422	-	P63010-Q9Y6Q5-MDL-1w63.pdb4-J-0-R-0.pdb	m6110	-255.530209
P63027	Q12846	1	0	Model	3hd7	1	A	0	100.0	75.0	30	116	-	B	0	54.2	32.3	197	292	-	P63027-Q12846-MDL-3hd7.pdb1-A-0-B-0.pdb	m6111	-190.276872
P63027	Q13277	1	0	Model	3hd7	1	A	0	100.0	75.0	30	116	-	B	0	66.7	33.2	188	283	-	P63027-Q13277-MDL-3hd7.pdb1-A-0-B-0.pdb	m6112	-190.946662
P63092	P63092	3	0	Model	3v00	4	C	0	40.4	95.2	15	389	-	A	1	40.4	95.2	15	389	-	P63092-P63092-MDL-3v00.pdb4-C-0-A-1.pdb	m6113	-115.682829
P63092	Q08462	1	0	Model	1azs	1	C	0	94.4	90.9	36	393	-	B	0	93.5	18.2	880	1078	-	P63092-Q08462-MDL-1azs.pdb1-C-0-B-0.pdb	m6114	-62.184958
P63092	Q9NSD7	1	0	Dom_dom_model	6ddf	-	A	-	40.9	42.1	204	383	G-alpha	R	-	26.8	55.4	98	389	7tm_1	P63092-Q9NSD7-MDD-G-alpha-7tm_1-6ddf-A-54-343-R-85-336.pdb	m6115	-44.327945
P63096	Q8IVA1	1	0	Dom_dom_model	4g5q	-	D	-	93.4	87.9	33	343	G-alpha	H	-	31.8	15.4	64	84	GoLoco	P63096-Q8IVA1-MDD-G-alpha-GoLoco-4g5q-D-31-343-H-622-643.pdb	m6116	-98.1079835
P63096	Q9UGC6	1	0	Model	2gtp	2	B	0	100.0	89.5	32	348	-	C	0	43.1	58.6	74	196	-	P63096-Q9UGC6-MDL-2gtp.pdb2-B-0-C-0.pdb	m6117	-52.9036499
P63096	Q9UGC6	2	0	Model	1agr	1	A	0	99.7	98.9	5	354	-	E	0	41.3	57.6	76	196	-	P63096-Q9UGC6-MDL-1agr.pdb1-A-0-E-0.pdb	m6118	-61.1160204
P63096	Q9Y4H4	1	0	Dom_dom_model	2om2	-	A	-	93.4	87.9	33	343	G-alpha	B	-	39.1	13.1	133	154	GoLoco	P63096-Q9Y4H4-MDD-G-alpha-GoLoco-2om2-A-30-343-B-498-519.pdb	m6119	-107.795401
P63104	Q16613	1	0	Model	1ib1	1	A	0	100.0	92.7	2	228	-	E	0	80.3	86.0	19	196	-	P63104-Q16613-MDL-1ib1.pdb1-A-0-E-0.pdb	m6120	-82.9570123
P63104	Q5S007	1	0	Model	5my9	1	A	0	73.2	93.5	1	229	-	P	0	100.0	0.2	933	936	-	P63104-Q5S007-MDL-5my9.pdb1-A-0-P-0.pdb	m6121	-20.4431704
P63104	Q5S007	2	0	Model	5myc	1	A	0	73.2	93.5	1	229	-	P	0	100.0	0.5	907	918	-	P63104-Q5S007-MDL-5myc.pdb1-A-0-P-0.pdb	m6122	-64.2542709
P63104	Q9NPC2	1	0	Model	3p1q	1	A	1	74.0	93.5	1	229	-	P	1	100.0	1.6	369	374	-	P63104-Q9NPC2-MDL-3p1q.pdb1-A-1-P-1.pdb	m6123	-15.1297844
P63104	Q9UQB8	1	0	Model	6bqt	1	A	0	81.3	93.9	1	230	-	C	0	62.1	5.3	337	365	-	P63104-Q9UQB8-MDL-6bqt.pdb1-A-0-C-0.pdb	m6124	-61.7110881
